Title,Link,pubDate,Description,Source,Tag
"Conservation will only scale when non-conservationists see its value, says James Deutsch - Mongabay.com",https://news.mongabay.com/2021/10/conservation-will-only-scale-when-non-conservationists-see-its-value-says-james-deutsch/,10/12/2021,"Conservation will only scale when non-conservationists see its value, says James Deutsch&nbsp;&nbsp;Mongabay.com",Mongabay.com,Sensors-Remote
Cattle-related risk factors for malaria in southwest Ethiopia: a cross-sectional study - Malaria Journal - Malaria Journal,https://malariajournal.biomedcentral.com/articles/10.1186/s12936-022-04202-w,6/10/2022,Cattle-related risk factors for malaria in southwest Ethiopia: a cross-sectional study - Malaria Journal&nbsp;&nbsp;Malaria Journal,Malaria Journal,Sensors-Remote
The year in rainforests 2021 - Mongabay.com,https://news.mongabay.com/2021/12/the-year-in-rainforests-2021/,12/29/2021,The year in rainforests 2021&nbsp;&nbsp;Mongabay.com,Mongabay.com,Sensors-Remote
Announcing the New Geospatial Conservation Annual Report - The Nature Conservancy,https://www.nature.org/en-us/newsroom/geospatial-conservation-annual-report-2021/,5/8/2022,Announcing the New Geospatial Conservation Annual Report&nbsp;&nbsp;The Nature Conservancy,The Nature Conservancy,Sensors-Remote
A Plan for the U.S. Forest Service To Lead on the America the Beautiful Initiative - Center For American Progress,https://www.americanprogress.org/article/a-plan-for-the-u-s-forest-service-to-lead-on-the-america-the-beautiful-initiative/,3/15/2022,A Plan for the U.S. Forest Service To Lead on the America the Beautiful Initiative&nbsp;&nbsp;Center For American Progress,Center For American Progress,Sensors-Remote
"Bioacoustics: To fight the climate crisis, we have to listen to nature - gal-dem",https://gal-dem.com/to-fight-the-climate-crisis-we-have-to-listen-to-nature/,4/22/2022,"Bioacoustics: To fight the climate crisis, we have to listen to nature&nbsp;&nbsp;gal-dem",gal-dem,Sensors-Remote
Animal crossings: the ecoducts helping wildlife navigate busy roads across the world - The Guardian,https://www.theguardian.com/environment/2021/dec/29/wildlife-bridges-saving-creatures-big-and-small-aoe,12/29/2021,Animal crossings: the ecoducts helping wildlife navigate busy roads across the world&nbsp;&nbsp;The Guardian,The Guardian,Sensors-Remote
UCT's finalists for this year's 'Science Oscars' - University of Cape Town News,https://www.news.uct.ac.za/article/-2022-06-01-ucts-finalists-for-this-years-science-oscars,6/1/2022,UCT's finalists for this year's 'Science Oscars'&nbsp;&nbsp;University of Cape Town News,University of Cape Town News,Sensors-Remote
"Spatial and temporal evolution of ecological vulnerability based on vulnerability scoring diagram model in Shennongjia, China | Scientific Reports - Nature.com",https://www.nature.com/articles/s41598-022-09205-w,3/25/2022,"Spatial and temporal evolution of ecological vulnerability based on vulnerability scoring diagram model in Shennongjia, China | Scientific Reports&nbsp;&nbsp;Nature.com",Nature.com,Sensors-Remote
Computer Conservation: Lily Xu Uses Artificial Intelligence To Stop Poaching Around the World - SciTechDaily,https://scitechdaily.com/computer-conservation-lily-xu-uses-artificial-intelligence-to-stop-poaching-around-the-world/,11/28/2021,Computer Conservation: Lily Xu Uses Artificial Intelligence To Stop Poaching Around the World&nbsp;&nbsp;SciTechDaily,SciTechDaily,Sensors-Remote
Partners join Mississippi Valley Conservancyto protect wildlife habitat - Swnews4u,https://www.swnews4u.com/local/environment/partners-join-mississippi-valley-conservancyto-protect-wildlife-habitat/,4/28/2022,Partners join Mississippi Valley Conservancyto protect wildlife habitat&nbsp;&nbsp;Swnews4u,Swnews4u,Sensors-Remote
Researchers turn to drones for that big-picture view of the forest canopy - Mongabay.com,https://news.mongabay.com/2022/03/researchers-turn-to-drones-for-that-big-picture-view-of-the-forest-canopy/,3/21/2022,Researchers turn to drones for that big-picture view of the forest canopy&nbsp;&nbsp;Mongabay.com,Mongabay.com,Sensors-Remote
Conservation of Earth's biodiversity is embedded in Indigenous fire stewardship | Proceedings of the National Academy of Sciences - pnas.org,https://www.pnas.org/doi/10.1073/pnas.2105073118,3/2/2022,Conservation of Earth's biodiversity is embedded in Indigenous fire stewardship | Proceedings of the National Academy of Sciences&nbsp;&nbsp;pnas.org,pnas.org,Sensors-Remote
Tracking agricultural-related deforestation - Phys.org,https://phys.org/news/2022-05-tracking-agricultural-related-deforestation.html,5/5/2022,Tracking agricultural-related deforestation&nbsp;&nbsp;Phys.org,Phys.org,Sensors-Remote
Reef larval recruitment in response to seascape dynamics in the SW Atlantic | Scientific Reports - Nature.com,https://www.nature.com/articles/s41598-022-11809-1,5/11/2022,Reef larval recruitment in response to seascape dynamics in the SW Atlantic | Scientific Reports&nbsp;&nbsp;Nature.com,Nature.com,Sensors-Remote
Web tool co-created by UCLA a veritable 'Swiss Army knife' for land management | UCLA - UCLA Newsroom,https://newsroom.ucla.edu/releases/swiss-army-knife-for-land-management-conservation,2/24/2022,Web tool co-created by UCLA a veritable 'Swiss Army knife' for land management | UCLA&nbsp;&nbsp;UCLA Newsroom,UCLA Newsroom,Sensors-Remote
Past awards - Ecologists in Africa - British Ecological Society,https://www.britishecologicalsociety.org/funding/ecologists-in-africa/past-awards-ecologists-in-africa/,2/8/2022,Past awards - Ecologists in Africa&nbsp;&nbsp;British Ecological Society,British Ecological Society,Sensors-Remote
A New Start for Iberá - nasa.gov,https://earthobservatory.nasa.gov/images/149270/a-new-start-for-ibera,12/29/2021,A New Start for Iberá&nbsp;&nbsp;nasa.gov,nasa.gov,Sensors-Remote
Mapping native and non-native vegetation in the Brazilian Cerrado using freely available satellite products | Scientific Reports - Nature.com,https://www.nature.com/articles/s41598-022-05332-6,1/28/2022,Mapping native and non-native vegetation in the Brazilian Cerrado using freely available satellite products | Scientific Reports&nbsp;&nbsp;Nature.com,Nature.com,Sensors-Remote
Dynamic spectrum sharing between active and passive users above 100 GHz | Communications Engineering - Nature.com,https://www.nature.com/articles/s44172-022-00002-x,5/26/2022,Dynamic spectrum sharing between active and passive users above 100 GHz | Communications Engineering&nbsp;&nbsp;Nature.com,Nature.com,Sensors-Remote
Space agencies provide global view of our changing environment - Verve Times,https://vervetimes.com/space-agencies-provide-global-view-of-our-changing-environment/,5/22/2022,Space agencies provide global view of our changing environment&nbsp;&nbsp;Verve Times,Verve Times,Sensors-Remote
Himalayan medicinal plants under threat due to climate change - Mongabay-India,https://india.mongabay.com/2022/04/himalayan-medicinal-plants-under-threat-due-to-climate-change/,4/19/2022,Himalayan medicinal plants under threat due to climate change&nbsp;&nbsp;Mongabay-India,Mongabay-India,Sensors-Remote
On track to achieve no net loss of forest at Madagascar's biggest mine - Nature.com,https://www.nature.com/articles/s41893-022-00850-7,3/3/2022,On track to achieve no net loss of forest at Madagascar's biggest mine&nbsp;&nbsp;Nature.com,Nature.com,Sensors-Remote
Insects and other invertebrates on tropical islands face challenges as development and tourism expand - Mongabay.com,https://news.mongabay.com/2021/11/insects-and-other-invertebrates-on-tropical-islands-face-challenges-as-development-and-tourism-expand/,11/29/2021,Insects and other invertebrates on tropical islands face challenges as development and tourism expand&nbsp;&nbsp;Mongabay.com,Mongabay.com,Sensors-Remote
"Remote Sensing, Neural Networks Combine to Measure Tree Height - Photonics.com",https://www.photonics.com/Articles/Remote_Sensing_Neural_Networks_Combine_to/a67980,4/29/2022,"Remote Sensing, Neural Networks Combine to Measure Tree Height&nbsp;&nbsp;Photonics.com",Photonics.com,Sensors-Remote
Remote sensing in macroecology - British Ecological Society,https://www.britishecologicalsociety.org/event/remote-sensing-in-macroecology/,5/20/2022,Remote sensing in macroecology&nbsp;&nbsp;British Ecological Society,British Ecological Society,Sensors-Remote
"Extinction crisis: native mammals are disappearing in Northern Australia, but few people are watching - theconversation.com",https://theconversation.com/extinction-crisis-native-mammals-are-disappearing-in-northern-australia-but-few-people-are-watching-178313,3/6/2022,"Extinction crisis: native mammals are disappearing in Northern Australia, but few people are watching&nbsp;&nbsp;theconversation.com",theconversation.com,Sensors-Remote
Spaceship Earth: The Science of Biogeography - DirectionsMag.com,https://www.directionsmag.com/article/11452,4/13/2022,Spaceship Earth: The Science of Biogeography&nbsp;&nbsp;DirectionsMag.com,DirectionsMag.com,Sensors-Remote
Biodiversity liability and value chain risk report - Clyde & Co,https://www.clydeco.com/en/reports/2022/03/biodiversity-liability-and-value-chain-risk,3/15/2022,Biodiversity liability and value chain risk report&nbsp;&nbsp;Clyde & Co,Clyde & Co,Sensors-Remote
Achimota Forest saga: Giving environmental assets to private persons is criminal - Sam George - Myjoyonline,https://www.myjoyonline.com/achimota-forest-saga-giving-environmental-assets-to-private-persons-is-criminal-sam-george/,5/23/2022,Achimota Forest saga: Giving environmental assets to private persons is criminal - Sam George&nbsp;&nbsp;Myjoyonline,Myjoyonline,Sensors-Remote
Rapid remote monitoring reveals spatial and temporal hotspots of carbon loss in Africa's rainforests | Communications Earth & Environment - Nature.com,https://www.nature.com/articles/s43247-022-00383-z,3/4/2022,Rapid remote monitoring reveals spatial and temporal hotspots of carbon loss in Africa's rainforests | Communications Earth & Environment&nbsp;&nbsp;Nature.com,Nature.com,Sensors-Remote
Sathish Samiappan - Mississippi State Newsroom,http://www.msstate.edu/our-people/2022/02/sathish-samiappan,2/7/2022,Sathish Samiappan&nbsp;&nbsp;Mississippi State Newsroom,Mississippi State Newsroom,Sensors-Remote
